수목명,흉고지름,Condition,Value,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
느티나무,80.0,Excellent,ZESE,"3,432.4",$79.83,"12,990.6",$302.12,"2,757.9",$311.34,2.4,$37.83,17.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,58.0,Excellent,ZESE,"3,432.4",$79.83,"8,550.2",$198.85,"2,757.9",$311.34,2.4,$37.83,8.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,52.0,Excellent,ZESE,"3,432.4",$79.83,"7,433.4",$172.88,"2,757.9",$311.34,2.4,$37.83,7.1,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,74.0,Excellent,ZESE,"3,432.4",$79.83,"11,729.1",$272.78,"2,757.9",$311.34,2.4,$37.83,15.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,66.0,Excellent,ZESE,"3,432.4",$79.83,"10,104.7",$235.00,"2,757.9",$311.34,2.4,$37.83,11.7,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,52.0,Fair,ZESE,"3,170.9",$73.74,"6,006.9",$139.70,"2,518.3",$284.29,2.4,$37.83,6.8,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,55.0,Excellent,ZESE,"3,432.4",$79.83,"7,986.4",$185.74,"2,757.9",$311.34,2.4,$37.83,8.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,57.0,Excellent,ZESE,"3,432.4",$79.83,"8,361.1",$194.45,"2,757.9",$311.34,2.4,$37.83,8.6,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,64.0,Excellent,ZESE,"3,432.4",$79.83,"9,709.3",$225.81,"2,757.9",$311.34,2.4,$37.83,11.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,17.0,Poor,ZESE,"2,880.3",$66.99,"2,500.6",$58.16,"2,252.1",$254.24,2.4,$37.83,1.0,"52,202.5",330.2,$2.95,15.4,0.4,0.6,10.9,1.2,0.1,0.8,0.7
느티나무,54.0,Fair,ZESE,"3,170.9",$73.74,"6,307.0",$146.68,"2,518.3",$284.29,2.4,$37.83,7.3,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,19.0,Poor,ZESE,"2,880.3",$66.99,"2,769.3",$64.40,"2,252.1",$254.24,2.4,$37.83,1.2,"58,106.7",367.5,$3.28,16.7,0.4,0.6,10.9,1.3,0.1,0.8,0.7
느티나무,44.0,Fair,ZESE,"3,170.9",$73.74,"4,848.4",$112.76,"2,518.3",$284.29,2.4,$37.83,4.8,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,47.0,Fair,ZESE,"3,170.9",$73.74,"5,274.8",$122.67,"2,518.3",$284.29,2.4,$37.83,5.5,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,84.0,Fair,ZESE,"3,170.9",$73.74,"11,252.9",$261.71,"2,518.3",$284.29,2.4,$37.83,19.2,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,43.0,Fair,ZESE,"3,170.9",$73.74,"4,708.6",$109.51,"2,518.3",$284.29,2.4,$37.83,4.5,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,230.0,Excellent,ZESE,"3,432.4",$79.83,"53,584.7","$1,246.21","2,757.9",$311.34,2.4,$37.83,192.5,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,4.0,Fair,ZESE,"1,622.7",$37.74,"1,171.9",$27.26,"1,294.5",$146.13,1.2,$18.80,0.3,"24,011.1",151.9,$1.36,8.0,0.2,0.3,6.2,0.6,0.0,0.4,0.4
느티나무,43.0,Poor,ZESE,"2,880.3",$66.99,"3,491.0",$81.19,"2,252.1",$254.24,2.4,$37.83,4.3,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,130.0,Excellent,ZESE,"3,432.4",$79.83,"24,757.7",$575.79,"2,757.9",$311.34,2.4,$37.83,52.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,81.0,Excellent,ZESE,"3,432.4",$79.83,"13,204.3",$307.09,"2,757.9",$311.34,2.4,$37.83,18.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,33.0,Poor,ZESE,"2,880.3",$66.99,"2,962.1",$68.89,"2,252.1",$254.24,2.4,$37.83,2.5,"88,157.0",557.6,$4.98,21.3,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,51.0,Poor,ZESE,"2,880.3",$66.99,"4,356.1",$101.31,"2,252.1",$254.24,2.4,$37.83,6.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,3.0,Poor,ZESE,998.8,$23.23,618.5,$14.38,778.6,$87.90,0.8,$13.35,0.1,"12,498.2",79.1,$0.71,3.4,0.1,0.1,3.8,0.3,0.0,0.3,0.1
느티나무,120.0,Poor,ZESE,"2,880.3",$66.99,"13,597.9",$316.24,"2,252.1",$254.24,2.4,$37.83,41.7,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,76.0,Poor,ZESE,"2,880.3",$66.99,"7,368.9",$171.38,"2,252.1",$254.24,2.4,$37.83,14.8,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,2.0,Fair,ZESE,"1,109.4",$25.80,873.8,$20.32,884.6,$99.87,0.8,$12.89,0.2,"17,727.7",112.1,$1.00,5.7,0.2,0.2,4.2,0.4,0.0,0.3,0.3
느티나무,189.0,Fair,ZESE,"3,170.9",$73.74,"33,499.1",$779.09,"2,518.3",$284.29,2.4,$37.83,120.7,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,63.0,Excellent,ZESE,"3,432.4",$79.83,"9,513.3",$221.25,"2,757.9",$311.34,2.4,$37.83,10.6,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,61.0,Excellent,ZESE,"3,432.4",$79.83,"9,124.6",$212.21,"2,757.9",$311.34,2.4,$37.83,9.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,68.0,Excellent,ZESE,"3,432.4",$79.83,"10,504.4",$244.30,"2,757.9",$311.34,2.4,$37.83,12.5,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,59.0,Excellent,ZESE,"3,432.4",$79.83,"8,740.5",$203.28,"2,757.9",$311.34,2.4,$37.83,9.2,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,90.0,Excellent,ZESE,"3,432.4",$79.83,"15,170.7",$352.82,"2,757.9",$311.34,2.4,$37.83,23.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,47.0,Poor,ZESE,"2,880.3",$66.99,"3,916.9",$91.10,"2,252.1",$254.24,2.4,$37.83,5.2,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,81.0,Poor,ZESE,"2,880.3",$66.99,"8,021.5",$186.55,"2,252.1",$254.24,2.4,$37.83,17.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,39.0,Poor,ZESE,"2,880.3",$66.99,"3,079.0",$71.61,"2,252.1",$254.24,2.4,$37.83,3.5,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,78.0,Poor,ZESE,"2,880.3",$66.99,"7,628.1",$177.41,"2,252.1",$254.24,2.4,$37.83,15.7,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,64.0,Poor,ZESE,"2,880.3",$66.99,"5,868.2",$136.48,"2,252.1",$254.24,2.4,$37.83,10.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,59.0,Poor,ZESE,"2,880.3",$66.99,"5,271.9",$122.61,"2,252.1",$254.24,2.4,$37.83,8.5,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,65.0,Poor,ZESE,"2,880.3",$66.99,"5,989.5",$139.30,"2,252.1",$254.24,2.4,$37.83,10.5,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,62.0,Poor,ZESE,"2,880.3",$66.99,"5,627.5",$130.88,"2,252.1",$254.24,2.4,$37.83,9.4,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,53.0,Poor,ZESE,"2,880.3",$66.99,"4,580.4",$106.53,"2,252.1",$254.24,2.4,$37.83,6.7,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,57.0,Poor,ZESE,"2,880.3",$66.99,"5,038.4",$117.18,"2,252.1",$254.24,2.4,$37.83,7.8,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,72.0,Poor,ZESE,"2,880.3",$66.99,"6,858.1",$159.50,"2,252.1",$254.24,2.4,$37.83,13.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,112.0,Poor,ZESE,"2,880.3",$66.99,"12,388.7",$288.12,"2,252.1",$254.24,2.4,$37.83,35.6,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,41.0,Poor,ZESE,"2,880.3",$66.99,"3,283.2",$76.36,"2,252.1",$254.24,2.4,$37.83,3.8,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,82.0,Excellent,ZESE,"3,432.4",$79.83,"13,419.0",$312.08,"2,757.9",$311.34,2.4,$37.83,18.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,15.0,Excellent,ZESE,"3,432.4",$79.83,"4,071.8",$94.70,"2,757.9",$311.34,2.4,$37.83,1.2,"85,793.1",542.6,$4.85,25.0,0.5,0.9,13.0,1.9,0.1,0.9,1.1
느티나무,95.0,Excellent,ZESE,"3,432.4",$79.83,"16,295.5",$378.98,"2,757.9",$311.34,2.4,$37.83,25.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,100.0,Excellent,ZESE,"3,432.4",$79.83,"17,442.5",$405.66,"2,757.9",$311.34,2.4,$37.83,29.1,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,17.0,Excellent,ZESE,"3,432.4",$79.83,"4,426.5",$102.95,"2,757.9",$311.34,2.4,$37.83,1.4,"94,956.6",600.6,$5.37,26.0,0.5,0.9,13.0,2.0,0.1,0.9,1.1
느티나무,85.0,Excellent,ZESE,"3,432.4",$79.83,"14,068.8",$327.20,"2,757.9",$311.34,2.4,$37.83,20.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,86.0,Excellent,ZESE,"3,432.4",$79.83,"14,287.3",$332.28,"2,757.9",$311.34,2.4,$37.83,20.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,55.0,Fair,ZESE,"3,170.9",$73.74,"6,458.6",$150.21,"2,518.3",$284.29,2.4,$37.83,7.6,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,50.0,Fair,ZESE,"3,170.9",$73.74,"5,710.9",$132.82,"2,518.3",$284.29,2.4,$37.83,6.2,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,48.0,Fair,ZESE,"3,170.9",$73.74,"5,419.1",$126.03,"2,518.3",$284.29,2.4,$37.83,5.7,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,51.0,Fair,ZESE,"3,170.9",$73.74,"5,858.3",$136.25,"2,518.3",$284.29,2.4,$37.83,6.5,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,61.0,Fair,ZESE,"3,170.9",$73.74,"7,388.6",$171.84,"2,518.3",$284.29,2.4,$37.83,9.5,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,64.0,Fair,ZESE,"3,170.9",$73.74,"7,866.4",$182.95,"2,518.3",$284.29,2.4,$37.83,10.6,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,57.0,Fair,ZESE,"3,170.9",$73.74,"6,764.7",$157.33,"2,518.3",$284.29,2.4,$37.83,8.2,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,58.0,Fair,ZESE,"3,170.9",$73.74,"6,919.2",$160.92,"2,518.3",$284.29,2.4,$37.83,8.5,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,56.0,Fair,ZESE,"3,170.9",$73.74,"6,611.1",$153.75,"2,518.3",$284.29,2.4,$37.83,7.9,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,60.0,Fair,ZESE,"3,170.9",$73.74,"7,231.2",$168.18,"2,518.3",$284.29,2.4,$37.83,9.2,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,155.0,Excellent,ZESE,"3,432.4",$79.83,"31,368.9",$729.54,"2,757.9",$311.34,2.4,$37.83,77.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,77.0,Excellent,ZESE,"3,432.4",$79.83,"12,355.3",$287.35,"2,757.9",$311.34,2.4,$37.83,16.4,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,98.0,Excellent,ZESE,"3,432.4",$79.83,"16,981.0",$394.93,"2,757.9",$311.34,2.4,$37.83,27.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,87.0,Excellent,ZESE,"3,432.4",$79.83,"14,506.8",$337.38,"2,757.9",$311.34,2.4,$37.83,21.4,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,117.0,Excellent,ZESE,"3,432.4",$79.83,"21,500.0",$500.02,"2,757.9",$311.34,2.4,$37.83,41.2,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,110.0,Excellent,ZESE,"3,432.4",$79.83,"19,800.5",$460.50,"2,757.9",$311.34,2.4,$37.83,35.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,118.0,Excellent,ZESE,"3,432.4",$79.83,"21,746.0",$505.74,"2,757.9",$311.34,2.4,$37.83,42.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,145.0,Excellent,ZESE,"3,432.4",$79.83,"28,671.9",$666.82,"2,757.9",$311.34,2.4,$37.83,66.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,160.0,Excellent,ZESE,"3,432.4",$79.83,"32,742.8",$761.50,"2,757.9",$311.34,2.4,$37.83,83.7,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,55.0,Poor,ZESE,"2,880.3",$66.99,"4,807.9",$111.82,"2,252.1",$254.24,2.4,$37.83,7.2,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,94.0,Poor,ZESE,"2,880.3",$66.99,"9,788.1",$227.64,"2,252.1",$254.24,2.4,$37.83,23.9,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,73.0,Poor,ZESE,"2,880.3",$66.99,"6,984.8",$162.45,"2,252.1",$254.24,2.4,$37.83,13.5,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,63.0,Poor,ZESE,"2,880.3",$66.99,"5,747.5",$133.67,"2,252.1",$254.24,2.4,$37.83,9.8,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,144.0,Poor,ZESE,"2,880.3",$66.99,"17,407.0",$404.83,"2,252.1",$254.24,2.4,$37.83,63.3,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,95.0,Poor,ZESE,"2,880.3",$66.99,"9,928.0",$230.90,"2,252.1",$254.24,2.4,$37.83,24.5,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,69.0,Poor,ZESE,"2,880.3",$66.99,"6,481.9",$150.75,"2,252.1",$254.24,2.4,$37.83,11.9,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,70.0,Poor,ZESE,"2,880.3",$66.99,"6,606.6",$153.65,"2,252.1",$254.24,2.4,$37.83,12.3,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,98.0,Poor,ZESE,"2,880.3",$66.99,"10,351.1",$240.73,"2,252.1",$254.24,2.4,$37.83,26.3,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,228.0,Poor,ZESE,"2,880.3",$66.99,"32,585.4",$757.84,"2,252.1",$254.24,2.4,$37.83,184.0,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,67.0,Poor,ZESE,"2,880.3",$66.99,"6,234.3",$144.99,"2,252.1",$254.24,2.4,$37.83,11.2,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,61.0,Poor,ZESE,"2,880.3",$66.99,"5,508.2",$128.10,"2,252.1",$254.24,2.4,$37.83,9.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,82.0,Poor,ZESE,"2,880.3",$66.99,"8,153.8",$189.63,"2,252.1",$254.24,2.4,$37.83,17.6,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,104.0,Poor,ZESE,"2,880.3",$66.99,"11,211.7",$260.75,"2,252.1",$254.24,2.4,$37.83,30.1,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,85.0,Poor,ZESE,"2,880.3",$66.99,"8,554.5",$198.95,"2,252.1",$254.24,2.4,$37.83,19.0,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,115.0,Poor,ZESE,"2,880.3",$66.99,"12,838.4",$298.58,"2,252.1",$254.24,2.4,$37.83,37.8,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,80.0,Poor,ZESE,"2,880.3",$66.99,"7,889.7",$183.49,"2,252.1",$254.24,2.4,$37.83,16.6,"92,093.6",582.5,$5.21,21.8,0.4,0.8,10.9,1.7,0.1,0.8,0.7
느티나무,67.0,Excellent,ZESE,"3,432.4",$79.83,"10,304.0",$239.64,"2,757.9",$311.34,2.4,$37.83,12.1,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,140.0,Excellent,ZESE,"3,432.4",$79.83,"27,349.2",$636.06,"2,757.9",$311.34,2.4,$37.83,61.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,10.0,Excellent,ZESE,"3,067.4",$71.34,"2,957.7",$68.79,"2,472.8",$279.15,2.1,$33.01,0.8,"61,785.4",390.8,$3.49,20.7,0.4,0.8,11.6,1.6,0.1,0.8,1.0
느티나무,71.0,Excellent,ZESE,"3,432.4",$79.83,"11,112.0",$258.43,"2,757.9",$311.34,2.4,$37.83,13.7,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,88.0,Excellent,ZESE,"3,432.4",$79.83,"14,727.1",$342.51,"2,757.9",$311.34,2.4,$37.83,21.9,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,119.0,Excellent,ZESE,"3,432.4",$79.83,"21,992.7",$511.48,"2,757.9",$311.34,2.4,$37.83,42.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,401.0,Excellent,ZESE,"3,432.4",$79.83,"114,780.0","$2,669.43","2,757.9",$311.34,2.4,$37.83,703.0,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,139.0,Excellent,ZESE,"3,432.4",$79.83,"27,086.8",$629.96,"2,757.9",$311.34,2.4,$37.83,60.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,83.0,Excellent,ZESE,"3,432.4",$79.83,"13,634.6",$317.10,"2,757.9",$311.34,2.4,$37.83,19.3,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,62.0,Fair,ZESE,"3,170.9",$73.74,"7,547.0",$175.52,"2,518.3",$284.29,2.4,$37.83,9.9,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,3.0,Fair,ZESE,"1,392.3",$32.38,"1,019.7",$23.72,"1,109.3",$125.23,1.0,$16.27,0.2,"20,778.5",131.4,$1.17,6.8,0.2,0.3,5.3,0.5,0.0,0.4,0.3
느티나무,1.0,Fair,ZESE,933.8,$21.72,734.8,$17.09,741.6,$83.72,0.7,$11.14,0.2,"14,879.9",94.1,$0.84,4.7,0.1,0.2,3.5,0.4,0.0,0.3,0.2
느티나무,80.0,Fair,ZESE,"3,170.9",$73.74,"10,549.0",$245.34,"2,518.3",$284.29,2.4,$37.83,17.2,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,70.0,Fair,ZESE,"3,170.9",$73.74,"8,846.6",$205.74,"2,518.3",$284.29,2.4,$37.83,12.8,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,85.0,Fair,ZESE,"3,170.9",$73.74,"11,430.9",$265.85,"2,518.3",$284.29,2.4,$37.83,19.7,"121,801.2",770.4,$6.88,25.6,0.5,0.9,12.0,2.0,0.1,0.9,0.8
느티나무,231.0,Excellent,ZESE,"3,432.4",$79.83,"53,902.5","$1,253.61","2,757.9",$311.34,2.4,$37.83,194.4,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,150.0,Excellent,ZESE,"3,432.4",$79.83,"30,011.9",$697.98,"2,757.9",$311.34,2.4,$37.83,72.2,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,84.0,Excellent,ZESE,"3,432.4",$79.83,"13,851.2",$322.14,"2,757.9",$311.34,2.4,$37.83,19.8,"148,538.1",939.5,$8.40,26.1,0.5,0.9,13.0,2.1,0.1,0.9,0.7
느티나무,6.0,Excellent,ZESE,"2,477.7",$57.62,"2,075.8",$48.28,"1,997.3",$225.48,1.7,$26.67,0.5,"43,089.2",272.5,$2.44,15.4,0.4,0.6,9.4,1.2,0.1,0.7,0.8
느티나무,12.0,Excellent,ZESE,"3,317.4",$77.15,"3,428.1",$79.73,"2,669.3",$301.34,2.3,$36.19,1.0,"71,441.1",451.9,$4.04,22.8,0.5,0.8,12.6,1.7,0.1,0.9,1.1
느티나무,7.0,Excellent,ZESE,"2,648.1",$61.59,"2,287.9",$53.21,"2,135.3",$241.06,1.8,$28.44,0.6,"47,634.0",301.3,$2.69,16.9,0.4,0.6,10.1,1.3,0.1,0.7,0.9
느티나무,11.0,Excellent,ZESE,"3,195.9",$74.33,"3,191.4",$74.22,"2,574.4",$290.62,2.2,$34.59,0.9,"66,604.5",421.3,$3.76,21.8,0.5,0.8,12.1,1.6,0.1,0.9,1.1
메타세쿼이아,38.0,Excellent,MEGL,"3,432.4",$79.83,"27,444.7",$638.28,"2,757.9",$311.34,2.4,$37.83,8.8,"69,832.6",441.7,$3.95,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
메타세쿼이아,32.0,Excellent,MEGL,"3,432.4",$79.83,"23,902.7",$555.90,"2,757.9",$311.34,2.4,$37.83,7.2,"69,417.9",439.1,$3.92,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
메타세쿼이아,42.0,Excellent,MEGL,"3,432.4",$79.83,"29,849.6",$694.21,"2,757.9",$311.34,2.4,$37.83,10.0,"69,836.0",441.7,$3.95,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
메타세쿼이아,30.0,Excellent,MEGL,"3,432.4",$79.83,"22,740.5",$528.87,"2,757.9",$311.34,2.4,$37.83,6.7,"68,996.6",436.4,$3.90,23.9,0.5,0.9,13.0,1.8,0.1,0.9,1.2
메타세쿼이아,24.0,Excellent,MEGL,"3,432.4",$79.83,"19,341.8",$449.83,"2,757.9",$311.34,2.4,$37.83,5.4,"66,335.6",419.6,$3.75,23.4,0.5,0.9,13.0,1.7,0.1,0.9,1.2
메타세쿼이아,35.0,Excellent,MEGL,"3,432.4",$79.83,"25,663.6",$596.86,"2,757.9",$311.34,2.4,$37.83,8.0,"69,743.9",441.1,$3.94,24.0,0.5,0.9,13.0,1.8,0.1,0.9,1.2
메타세쿼이아,31.0,Excellent,MEGL,"3,432.4",$79.83,"23,320.4",$542.36,"2,757.9",$311.34,2.4,$37.83,7.0,"69,231.1",437.9,$3.91,23.9,0.5,0.9,13.0,1.8,0.1,0.9,1.2
